strike,call_oi,call_gex,call_dex,call_vannex,call_charmex,put_oi,put_gex,put_dex,put_vannex,put_charmex,net_gex,net_dex,net_vannex,net_charmex,put_call_oi_ratio
6445.0,7.0,26947923.52749016,4234009.692411659,-4553832.226697618,-16002125.868210003,1801.0,-6552191187.591946,-108579365.1326124,526252948.05918485,22166233354.145832,-6525243264.064455,-104345355.44020075,521699115.8324872,22150231228.277622,257.2857142857143
6450.0,4291.0,132080390.03600669,2840681816.97102,-21958203.276605498,-76883400.33695878,19066.0,-50295115581.3478,-1081504253.332487,3980720093.839609,145433032795.41855,-50163035191.3118,1759177563.638533,3958761890.5630035,145356149395.0816,4.443253320904218
6455.0,12.0,0.0,7949640.234375,0.0,0.0,1911.0,-5042453790.95342,-78750635.4880334,416757222.5745428,16932548832.072508,-5042453790.95342,-70800995.2536584,416757222.5745428,16932548832.072508,159.25
6460.0,96.0,48017136.99681105,62805296.63651182,-7203396.746317792,-25944085.57728172,3722.0,-14293904823.84819,-313937795.1844127,1158712293.6222472,31137510224.57353,-14245887686.85138,-251132498.54790092,1151508896.8759294,31111566138.996246,38.770833333333336
6465.0,3.0,0.0,1987410.05859375,0.0,0.0,3435.0,-15242558427.909592,-199399223.02924016,1192342212.780677,52656179888.88016,-15242558427.909592,-197411812.9706464,1192342212.780677,52656179888.88016,1145.0
6470.0,192.0,76421925.04581578,125857148.30285715,-10580590.920551721,-38573256.38565977,4021.0,-14761709719.08307,-300235678.93573654,1028238907.4883083,40255793027.16454,-14685287794.037254,-174378530.63287938,1017658316.5677565,40217219770.778885,20.942708333333332
6475.0,35.0,71955921.70099135,21893568.949096642,-9575968.706685444,-35042856.92701712,7842.0,-35561823269.38984,-630546240.7565638,2609127991.4100094,98880546056.47118,-35489867347.68885,-608652671.8074671,2599552022.703324,98845503199.54416,224.05714285714285
6480.0,364.0,207486229.55216873,239074511.20255503,-37040304.61401036,-125183751.04479328,5429.0,-22897839574.20798,-492033170.77846324,1621041221.1758046,51944102306.50055,-22690353344.65581,-252958659.5759082,1584000916.5617943,51818918555.45576,14.914835164835164
6485.0,7.0,6879724.263672076,4508241.943228251,-849258.4368874152,-3107434.7960435254,2743.0,-8606339727.683022,-208965419.17782676,590750258.3484476,15388919116.06276,-8599460003.41935,-204457177.23459852,589900999.9115602,15385811681.266716,391.85714285714283
6490.0,91.0,41347264.51603091,59760574.56353652,-6178895.218654424,-22315104.226520643,9224.0,-43124615031.775375,-985160011.9863588,2867500283.5328135,94914887750.65985,-43083267767.259346,-925399437.4228222,2861321388.314159,94892572646.43333,101.36263736263736
6495.0,25.0,0.0,16561750.48828125,0.0,0.0,4038.0,-14679513936.620049,-327078292.4503129,935461117.1244788,28090308259.885223,-14679513936.620049,-310516541.96203166,935461117.1244788,28090308259.885223,161.52
6500.0,962.0,1236930079.1208093,615077308.8128731,-146533253.0975227,-533652287.5996258,33164.0,-204726697675.17712,-3833162088.591865,11189899614.168264,530850868405.4435,-203489767596.0563,-3218084779.7789917,11043366361.070742,530317216117.8439,34.474012474012476
6505.0,62.0,335842592.27416384,34108358.95198132,-34792053.09324469,-127966414.55659643,5643.0,-16743308647.291883,-379331219.8794435,984270595.4176526,30003021266.02822,-16407466055.01772,-345222860.9274622,949478542.3244079,29875054851.471626,91.01612903225806
6510.0,615.0,38063373.52691711,406615829.1487437,-3781693.794406825,-13835779.864479577,10982.0,-42874015233.88852,-876543726.8250107,2401147176.503955,87506169450.60442,-42835951860.3616,-469927897.67626697,2397365482.709548,87492333670.73993,17.85691056910569
6515.0,14.0,0.0,9274580.2734375,0.0,0.0,3658.0,-14433818359.69314,-349216512.19834626,728043622.6468624,23982886014.83031,-14433818359.69314,-339941931.92490876,728043622.6468624,23982886014.83031,261.2857142857143
6520.0,183.0,97427839.73213318,119253982.45445734,-9228396.873566959,-34314751.49712141,6993.0,-21524342768.819317,-534307571.2885046,1049070648.2351713,32436322623.436874,-21426914929.087185,-415053588.83404726,1039842251.3616043,32402007871.939754,38.21311475409836
6525.0,1650.0,309900634.87404406,1086035197.2054067,-26730226.360184122,-95416500.86087197,7278.0,-36176254841.62327,-1019060364.9848487,1697386760.8145385,45635484901.554924,-35866354206.74922,66974832.22055793,1670656534.4543543,45540068400.69405,4.410909090909091
6530.0,164.0,286140198.4119148,102590463.17315549,-24806784.271096822,-89122905.54139063,8152.0,-28458324258.40189,-786783520.7313195,1344016923.0736973,38359321850.560295,-28172184059.989975,-684193057.5581641,1319210138.8026006,38270198945.018906,49.707317073170735
6535.0,145.0,63530412.766975805,94846694.80166127,-6387385.058877032,-22021963.225800224,2890.0,-12029762399.767817,-249266656.42542875,471674892.105647,22302357804.878548,-11966231987.000841,-154419961.6237675,465287507.04677,22280335841.65275,19.93103448275862
6540.0,81.0,293543387.57016015,49232658.11717587,-30130532.09476223,-114170503.20406738,7191.0,-37279463731.18683,-908288238.3472329,1412305173.9225307,59538006803.64577,-36985920343.61667,-859055580.2300571,1382174641.8277683,59423836300.441696,88.77777777777777
6545.0,90.0,142838672.56587234,57225957.92237015,-11969044.91294308,-48632238.51616757,4190.0,-13761097944.276344,-252616967.5642354,460431581.3403223,26146291200.87387,-13618259271.710472,-195391009.64186525,448462536.42737925,26097658962.357704,46.55555555555556
6550.0,2687.0,3906990847.092066,1719298401.9948535,-349662176.3188942,-1385646258.773935,14189.0,-80447153588.14577,-2375171843.2820306,2838900562.057104,78179078987.449,-76540162741.0537,-655873441.2871771,2489238385.7382097,76793432728.67506,5.280610346110905
6555.0,18.0,92118598.5102995,9481740.733437615,-5638148.600619942,-17477044.965455756,4525.0,-27932081069.39381,-722824000.9508326,873509513.2906036,33652474127.33089,-27839962470.88351,-713342260.217395,867871364.6899837,33634997082.365437,251.38888888888889
6560.0,249.0,1178752800.99127,139819164.98691142,-76806631.10790801,-288165204.2457218,5041.0,-26810723401.963593,-595701706.364111,747692754.8588569,36988064945.426254,-25631970600.97232,-455882541.37719953,670886123.7509489,36699899741.180534,20.244979919678716
6565.0,38.0,120121104.33283806,22567583.866150707,-7270908.25216591,-27297887.250622757,2573.0,-8688405563.409424,-222119570.03656533,231878671.62226558,9562474872.848818,-8568284459.076586,-199551986.17041463,224607763.37009966,9535176985.598194,67.71052631578948
6570.0,383.0,1023768241.8983557,232355547.36300787,-55859009.365076475,-214951561.6541649,6520.0,-33947713401.65541,-1182425848.6657703,897442442.7225552,22866416752.932545,-32923945159.757053,-950070301.3027624,841583433.3574787,22651465191.27838,17.02349869451697
6575.0,213.0,493741586.9348192,130474439.4884117,-24913443.56793499,-93316065.66110325,9508.0,-94531939820.09056,-1858101906.5707607,2184128413.517928,108306490303.07516,-94038198233.15575,-1727627467.082349,2159214969.949993,108213174237.41406,44.63849765258216
6580.0,197.0,1948212240.7284362,109903292.56011486,-128059415.5550353,-915112222.571204,5915.0,-36584811226.98952,-993899949.1679356,717821354.3687329,29761035862.36965,-34636598986.26108,-883996656.6078207,589761938.8136976,28845923639.798447,30.0253807106599
